,GameKey,Date,SeasonType,Season,Week,Team,Opponent,HomeOrAway,Score,OpponentScore,TotalScore,Stadium,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPossessionMinutes,TimeOfPossessionSeconds,TimeOfPossession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPossessionMinutes,OpponentTimeOfPossessionSeconds,OpponentTimeOfPossession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential,RedZonePercentage,GoalToGoPercentage,OpponentRedZonePercentage,OpponentGoalToGoPercentage,ExtraPointKickingAttempts,ExtraPointKickingConversions,ExtraPointsHadBlocked,ExtraPointPassingAttempts,ExtraPointPassingConversions,ExtraPointRushingAttempts,ExtraPointRushingConversions,FieldGoalAttempts,FieldGoalsMade,OpponentExtraPointKickingAttempts,OpponentExtraPointKickingConversions,OpponentExtraPointsHadBlocked,OpponentExtraPointPassingAttempts,OpponentExtraPointPassingConversions,OpponentExtraPointRushingAttempts,OpponentExtraPointRushingConversions,OpponentFieldGoalAttempts,OpponentFieldGoalsMade,SoloTackles,AssistedTackles,Sacks,SackYards,PassesDefended,FumblesForced,FumblesRecovered,OpponentSoloTackles,OpponentAssistedTackles,OpponentSacks,OpponentSackYards,OpponentPassesDefended,OpponentFumblesForced,OpponentFumblesRecovered,DayOfWeek,TeamGameID,TeamID,OpponentID,ScoreID,month,year,dayofyear
1226,202010535,2020-10-11 13:00:00,1,2020,5,LAR,WAS,AWAY,30,10,40,FedEx Field,6,14,3,7,0,35,35,35:35,20,7,11,2,66,429,6.5,4,35,129,3.7,2,30,21,300,2,1,10.0,14.3,70.0,110.42,15,6,40.0,1,0,0.0,4,3,0,0,5,60,0,0,1,9,9,10,5,205,41.0,1,0,-1,7,3,0,0,0,24,25,24:25,10,2,5,3,52,108,2.1,1,14,38,2.7,1,30,18,70,0,0,2.3,3.9,60.0,64.58,13,2,15.4,1,0,0.0,1,1,0,0,3,40,0,0,8,41,1,6,10,511,51.1,0,1,1,75.0,0,100.0,0,4,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,35,18,8,41,5,1,0,45,26,1,9,4,1,0,Sunday,993001938,32,35,17334,10,2020,285
1227,202010516,2020-10-11 13:00:00,1,2020,5,LV,KC,AWAY,40,32,72,Arrowhead Stadium,3,21,0,16,0,35,18,35:18,22,8,12,2,67,490,7.3,5,35,144,4.1,2,31,22,346,3,1,11.2,15.7,71.0,126.55,14,7,50.0,2,2,100.0,3,3,0,0,8,59,0,0,1,1,5,4,2,106,53.0,1,1,0,7,17,0,8,0,24,42,24:42,21,3,15,3,66,413,6.3,4,20,80,4.0,2,43,22,333,2,1,7.7,15.1,51.2,82.8,14,6,42.9,2,1,50.0,5,4,0,0,10,94,0,0,3,7,4,2,5,244,48.8,1,1,0,100.0,0,80.0,0,5,4,0,0,0,0,0,2,2,3,3,0,2,1,0,0,1,1,41,8,3,7,7,0,0,44,22,1,1,4,0,0,Sunday,993001940,25,16,17330,10,2020,285
1228,202010531,2020-10-11 16:05:00,1,2020,5,MIA,SF,AWAY,43,17,60,Levi's Stadium,14,16,7,6,0,36,53,36:53,22,6,12,4,63,436,6.9,4,33,94,2.8,1,28,22,342,3,0,12.2,15.5,78.6,153.27,12,4,33.3,2,2,100.0,6,3,0,0,7,69,0,0,2,8,9,6,2,84,42.0,0,3,3,0,7,10,0,0,23,7,23:07,19,7,8,4,59,259,4.4,2,19,131,6.9,1,35,16,128,1,2,3.7,8.0,45.7,41.13,10,2,20.0,2,0,0.0,3,2,0,0,7,75,1,1,5,43,6,6,3,133,44.3,3,0,-3,50.0,0,66.7,0,4,4,0,0,0,0,0,5,5,2,2,0,0,0,0,0,1,1,35,12,5,43,7,2,1,49,18,2,8,0,0,0,Sunday,993001944,19,31,17337,10,2020,285
1229,202010530,2020-10-11 20:20:00,1,2020,5,MIN,SEA,AWAY,26,27,53,Lumen Field,7,6,6,7,0,39,28,39:28,31,12,17,2,83,449,5.4,3,41,201,4.9,1,39,27,248,2,1,6.4,9.2,69.2,92.68,14,6,42.9,3,2,66.7,4,3,0,0,6,55,1,1,3,1,9,5,2,96,48.0,2,1,-1,0,0,21,6,0,20,32,20:32,18,6,12,0,52,314,6.0,4,16,124,7.8,1,32,20,190,3,1,5.9,9.5,62.5,97.14,7,0,0.0,2,2,100.0,3,3,0,0,3,25,0,0,4,27,6,4,5,226,45.2,1,2,1,75.0,0,100.0,0,2,2,0,1,0,0,0,2,2,3,3,0,2,0,0,0,0,0,31,12,4,27,2,0,0,53,39,3,1,6,2,1,Sunday,993001950,20,30,17340,10,2020,285
1230,202010522,2020-10-12 20:15:00,1,2020,5,NO,LAC,HOME,30,27,57,Caesars Superdome,3,7,3,14,3,35,1,35:01,23,6,17,0,75,408,5.4,3,25,95,3.8,2,48,33,313,1,1,6.5,9.5,68.8,84.81,15,5,33.3,0,0,0.0,3,2,0,0,5,60,0,0,2,12,12,8,6,281,46.8,1,0,-1,6,14,0,7,0,30,42,30:42,19,5,12,2,69,350,5.1,4,32,111,3.5,0,34,20,239,4,0,7.0,12.0,58.8,119.61,17,8,47.1,1,0,0.0,3,3,0,0,1,10,0,0,3,25,7,3,7,339,48.4,0,1,1,66.7,0,100.0,0,3,3,0,0,0,0,0,3,3,4,3,0,0,0,0,0,1,0,37,35,3,25,3,0,0,52,28,2,12,4,1,0,Monday,993001953,22,29,17341,10,2020,286
1231,202010509,2020-10-11 16:25:00,1,2020,5,NYG,DAL,AWAY,34,37,71,AT&T Stadium,14,6,3,11,0,32,22,32:22,20,7,11,2,62,300,4.8,3,27,89,3.3,2,33,20,211,0,0,6.4,10.6,60.6,79.23,13,7,53.8,0,0,0.0,3,2,0,0,8,81,1,1,2,11,5,6,2,104,52.0,1,2,1,3,21,7,6,0,27,38,27:38,28,9,15,4,64,402,6.3,4,29,126,4.3,2,33,24,276,1,1,8.4,11.5,72.7,95.01,9,5,55.6,0,0,0.0,5,3,0,0,3,25,1,1,2,12,10,6,2,87,43.5,2,1,-1,66.7,0,60.0,0,2,2,0,2,1,0,0,4,4,4,4,0,0,0,0,0,3,3,41,25,2,12,3,0,1,38,19,2,11,2,1,1,Sunday,993001948,23,9,17339,10,2020,285
1232,202010524,2020-10-11 13:00:00,1,2020,5,NYJ,ARI,HOME,10,30,40,MetLife Stadium,0,3,7,0,0,27,45,27:45,21,9,8,4,64,285,4.5,1,28,123,4.4,0,33,18,162,1,0,4.9,9.0,54.5,78.09,13,4,30.8,2,0,0.0,3,1,0,0,6,30,0,0,3,33,1,3,6,279,46.5,0,1,1,7,10,7,6,0,32,15,32:15,28,9,17,2,68,496,7.3,4,30,127,4.2,3,37,27,369,1,1,10.0,13.7,73.0,102.2,12,5,41.7,1,1,100.0,2,2,0,0,10,59,0,0,1,11,6,4,4,167,41.8,1,0,-1,33.3,0,100.0,0,1,1,0,0,0,0,0,1,1,3,3,0,2,0,0,0,1,1,41,25,1,11,5,0,0,48,11,3,33,3,0,0,Sunday,993001933,24,1,17332,10,2020,285
1233,202010528,2020-10-11 13:00:00,1,2020,5,PHI,PIT,AWAY,29,38,67,Acrisure Stadium,7,7,8,7,0,25,17,25:17,20,4,14,2,57,336,5.9,4,16,94,5.9,2,36,21,242,2,2,6.7,11.5,58.3,74.07,14,10,71.4,1,0,0.0,3,3,0,0,9,84,0,0,5,34,3,6,2,100,50.0,2,1,-1,7,10,14,7,0,34,43,34:43,25,7,13,5,67,367,5.5,5,32,136,4.2,2,34,27,231,3,0,6.8,8.6,79.4,124.39,15,11,73.3,0,0,0.0,3,3,0,0,8,86,1,1,1,8,11,8,2,83,41.5,1,2,1,100.0,0,100.0,0,3,3,0,2,1,0,0,1,0,5,5,0,0,0,0,0,1,1,51,30,1,8,3,1,1,40,13,5,34,5,0,0,Sunday,993001934,26,28,17333,10,2020,285
1234,202010528,2020-10-11 13:00:00,1,2020,5,PIT,PHI,HOME,38,29,67,Acrisure Stadium,7,10,14,7,0,34,43,34:43,25,7,13,5,67,367,5.5,5,32,136,4.2,2,34,27,231,3,0,6.8,8.6,79.4,124.39,15,11,73.3,0,0,0.0,3,3,0,0,8,86,1,1,1,8,11,8,2,83,41.5,1,2,1,7,7,8,7,0,25,17,25:17,20,4,14,2,57,336,5.9,4,16,94,5.9,2,36,21,242,2,2,6.7,11.5,58.3,74.07,14,10,71.4,1,0,0.0,3,3,0,0,9,84,0,0,5,34,3,6,2,100,50.0,2,1,-1,100.0,0,100.0,0,5,5,0,0,0,0,0,1,1,3,3,0,2,1,0,0,1,0,40,13,5,34,5,0,0,51,30,1,8,3,1,1,Sunday,993001935,28,26,17333,10,2020,285
1235,202010530,2020-10-11 20:20:00,1,2020,5,SEA,MIN,HOME,27,26,53,Lumen Field,0,0,21,6,0,20,32,20:32,18,6,12,0,52,314,6.0,4,16,124,7.8,1,32,20,190,3,1,5.9,9.5,62.5,97.14,7,0,0.0,2,2,100.0,3,3,0,0,3,25,0,0,4,27,6,4,5,226,45.2,1,2,1,7,6,6,7,0,39,28,39:28,31,12,17,2,83,449,5.4,3,41,201,4.9,1,39,27,248,2,1,6.4,9.2,69.2,92.68,14,6,42.9,3,2,66.7,4,3,0,0,6,55,1,1,3,1,9,5,2,96,48.0,2,1,-1,100.0,0,75.0,0,3,3,0,2,0,0,0,0,0,2,2,0,1,0,0,0,2,2,53,39,3,1,6,2,1,31,12,4,27,2,0,0,Sunday,993001951,30,20,17340,10,2020,285
1236,202010531,2020-10-11 16:05:00,1,2020,5,SF,MIA,HOME,17,43,60,Levi's Stadium,0,7,10,0,0,23,7,23:07,19,7,8,4,59,259,4.4,2,19,131,6.9,1,35,16,128,1,2,3.7,8.0,45.7,41.13,10,2,20.0,2,0,0.0,3,2,0,0,7,75,1,1,5,43,6,6,3,133,44.3,3,0,-3,14,16,7,6,0,36,53,36:53,22,6,12,4,63,436,6.9,4,33,94,2.8,1,28,22,342,3,0,12.2,15.5,78.6,153.27,12,4,33.3,2,2,100.0,6,3,0,0,7,69,0,0,2,8,9,6,2,84,42.0,0,3,3,66.7,0,50.0,0,2,2,0,0,0,0,0,1,1,4,4,0,0,0,0,0,5,5,49,18,2,8,0,0,0,35,12,5,43,7,2,1,Sunday,993001945,31,19,17337,10,2020,285
1237,202010506,2020-10-08 20:20:00,1,2020,5,TB,CHI,AWAY,19,20,39,Soldier Field,10,3,3,3,0,31,32,31:32,18,4,11,3,64,339,5.3,1,20,106,5.3,0,41,25,233,1,0,5.7,9.3,61.0,84.71,14,4,28.6,2,1,50.0,3,1,0,0,11,109,1,1,3,20,7,5,3,140,46.7,1,1,0,0,14,0,6,0,28,28,28:28,18,2,14,2,59,243,4.1,2,14,35,2.5,1,42,30,208,1,1,5.0,6.9,71.4,80.26,10,3,30.0,0,0,0.0,3,2,0,0,6,66,0,0,3,35,8,5,5,228,45.6,1,1,0,33.3,0,66.7,0,1,1,0,0,0,0,0,4,4,2,2,0,0,0,0,0,2,2,38,17,3,35,8,1,0,43,10,3,20,6,1,1,Thursday,993001928,33,6,17327,10,2020,282
1238,202010534,2020-10-13 19:00:00,1,2020,5,TEN,BUF,HOME,42,16,58,Nissan Stadium,7,14,7,14,0,27,36,27:36,25,9,14,2,62,334,5.4,6,34,139,4.1,3,28,21,195,3,0,7.0,9.3,75.0,129.32,10,6,60.0,1,1,100.0,6,6,0,0,6,46,0,0,0,0,3,4,3,128,42.7,0,3,3,7,3,0,6,0,32,24,32:24,23,7,16,0,69,370,5.4,2,22,95,4.3,0,46,29,275,2,2,6.0,9.5,63.0,75.91,17,13,76.5,0,0,0.0,2,2,0,0,10,56,1,1,1,10,2,2,2,128,64.0,3,0,-3,100.0,0,100.0,0,6,6,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,1,50,13,1,10,7,2,1,50,23,0,0,3,0,0,Tuesday,993001955,34,4,17329,10,2020,287
1239,202010535,2020-10-11 13:00:00,1,2020,5,WAS,LAR,HOME,10,30,40,FedEx Field,7,3,0,0,0,24,25,24:25,10,2,5,3,52,108,2.1,1,14,38,2.7,1,30,18,70,0,0,2.3,3.9,60.0,64.58,13,2,15.4,1,0,0.0,1,1,0,0,3,40,0,0,8,41,1,6,10,511,51.1,0,1,1,6,14,3,7,0,35,35,35:35,20,7,11,2,66,429,6.5,4,35,129,3.7,2,30,21,300,2,1,10.0,14.3,70.0,110.42,15,6,40.0,1,0,0.0,4,3,0,0,5,60,0,0,1,9,9,10,5,205,41.0,1,0,-1,100.0,0,75.0,0,1,1,0,0,0,0,0,1,1,4,3,0,0,0,0,0,1,1,45,26,1,9,4,1,0,35,18,8,41,5,1,0,Sunday,993001939,35,32,17334,10,2020,285
1240,202010609,2020-10-19 20:15:00,1,2020,6,ARI,DAL,AWAY,38,10,48,AT&T Stadium,0,21,7,10,0,26,23,26:23,22,13,7,2,60,438,7.3,5,35,261,7.5,3,24,9,177,2,0,7.4,19.7,37.5,91.84,13,7,53.8,1,1,100.0,4,3,0,0,7,43,0,0,1,11,8,7,4,151,37.8,0,4,4,0,3,0,7,0,33,37,33:37,27,8,15,4,84,344,4.1,1,27,97,3.6,0,54,34,247,1,2,4.6,7.3,63.0,64.35,15,6,40.0,3,3,100.0,3,1,0,0,6,36,2,2,3,19,1,3,3,130,43.3,4,0,-4,75.0,0,33.3,0,5,5,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,57,16,3,19,7,2,2,32,21,1,11,2,0,0,Monday,993001982,1,9,17355,10,2020,293
1241,202010620,2020-10-18 13:00:00,1,2020,6,ATL,MIN,AWAY,40,23,63,U.S. Bank Stadium,10,10,10,10,0,40,7,40:07,24,5,17,2,79,462,5.8,4,37,99,2.7,0,40,30,363,4,0,9.1,12.1,75.0,135.73,17,9,52.9,3,3,100.0,3,2,0,0,5,25,1,1,2,8,8,6,2,68,34.0,1,3,2,0,0,7,16,0,19,53,19:53,19,3,14,2,50,365,7.3,3,13,32,2.5,0,36,24,333,3,3,9.2,13.9,66.7,89.24,10,3,30.0,2,1,50.0,3,2,0,0,3,30,0,0,1,10,5,10,4,198,49.5,3,1,-2,66.7,0,66.7,0,4,4,0,0,0,0,0,4,4,1,1,0,4,2,0,0,0,0,30,19,1,10,8,0,0,57,25,2,8,2,2,1,Sunday,993001964,2,20,17345,10,2020,292
1242,202010626,2020-10-18 13:00:00,1,2020,6,BAL,PHI,AWAY,30,28,58,Lincoln Financial Field,14,3,7,6,0,36,30,36:30,17,7,10,0,67,355,5.3,3,37,182,4.9,2,27,16,173,1,0,6.4,10.8,59.3,90.51,16,6,37.5,0,0,0.0,3,2,0,0,12,132,0,0,3,13,1,0,7,0,0.0,0,1,1,0,0,6,22,0,23,30,23:30,19,6,10,3,64,364,5.7,4,18,194,10.8,2,40,21,170,2,0,4.2,8.1,52.5,80.21,12,3,25.0,3,1,33.3,3,3,0,0,3,20,1,1,6,43,0,0,6,0,0.0,1,0,-1,66.7,0,100.0,0,3,3,0,0,0,0,0,3,3,0,0,0,6,2,0,0,1,0,37,9,6,43,4,4,2,43,17,3,13,4,2,1,Sunday,993001960,3,26,17347,10,2020,292
1243,202010604,2020-10-19 17:00:00,1,2020,6,BUF,KC,HOME,17,26,43,Highmark Stadium,3,7,0,7,0,22,15,22:15,20,8,7,5,50,206,4.1,2,23,84,3.7,0,27,14,122,2,1,4.5,8.7,51.9,73.38,9,4,44.4,0,0,0.0,2,2,0,0,4,39,0,0,0,0,4,7,4,213,53.2,1,1,0,7,6,7,6,0,37,45,37:45,27,15,10,2,73,466,6.4,3,46,245,5.3,1,26,21,221,2,0,8.5,10.5,80.8,127.72,14,9,64.3,1,1,100.0,5,3,0,0,8,68,1,1,1,4,5,4,2,80,40.0,1,1,0,100.0,0,60.0,0,2,2,0,0,0,0,0,2,1,3,2,0,0,0,0,0,2,2,61,22,1,4,1,1,1,32,14,0,0,4,0,0,Monday,993001981,4,16,17342,10,2020,293
1244,202010605,2020-10-18 13:00:00,1,2020,6,CAR,CHI,HOME,16,23,39,Bank of America Stadium,3,3,0,10,0,31,6,31:06,23,8,8,7,62,303,4.9,1,29,112,3.9,1,29,16,191,0,2,6.6,11.9,55.2,46.77,13,3,23.1,2,1,50.0,3,1,0,0,8,69,1,1,4,25,9,3,1,49,49.0,3,1,-2,7,6,7,3,0,28,54,28:54,22,5,14,3,64,261,4.1,2,25,63,2.5,1,39,23,198,1,1,5.1,8.6,59.0,70.25,14,7,50.0,0,0,0.0,4,2,0,0,10,92,0,0,0,0,6,8,4,177,44.2,1,3,2,33.3,0,50.0,0,1,1,0,0,0,0,0,4,3,2,2,0,0,0,0,0,3,3,36,21,0,0,8,0,0,37,34,4,25,5,1,1,Sunday,993001957,5,6,17349,10,2020,292
1245,202010605,2020-10-18 13:00:00,1,2020,6,CHI,CAR,AWAY,23,16,39,Bank of America Stadium,7,6,7,3,0,28,54,28:54,22,5,14,3,64,261,4.1,2,25,63,2.5,1,39,23,198,1,1,5.1,8.6,59.0,70.25,14,7,50.0,0,0,0.0,4,2,0,0,10,92,0,0,0,0,6,8,4,177,44.2,1,3,2,3,3,0,10,0,31,6,31:06,23,8,8,7,62,303,4.9,1,29,112,3.9,1,29,16,191,0,2,6.6,11.9,55.2,46.77,13,3,23.1,2,1,50.0,3,1,0,0,8,69,1,1,4,25,9,3,1,49,49.0,3,1,-2,50.0,0,33.3,0,2,2,0,0,0,0,0,3,3,1,1,0,0,0,0,0,4,3,37,34,4,25,5,1,1,36,21,0,0,8,0,0,Sunday,993001956,6,5,17349,10,2020,292
1246,202010614,2020-10-18 13:00:00,1,2020,6,CIN,IND,AWAY,27,31,58,Lucas Oil Stadium,14,10,3,0,0,34,28,34:28,22,6,14,2,73,398,5.5,3,32,98,3.1,3,39,25,300,0,1,7.7,12.0,64.1,76.87,17,8,47.1,2,2,100.0,3,3,0,0,6,20,0,0,2,13,3,2,3,131,43.7,1,2,1,0,21,0,10,0,25,32,25:32,23,5,18,0,60,430,7.2,4,15,59,3.9,1,44,29,371,3,1,8.4,12.8,65.9,105.4,11,7,63.6,0,0,0.0,4,4,0,0,6,55,1,1,1,0,6,6,3,137,45.7,2,1,-1,100.0,0,100.0,0,3,3,0,0,0,0,0,3,2,4,4,0,0,0,0,0,1,1,42,4,1,0,3,0,1,58,12,2,13,11,1,0,Sunday,993001968,7,14,17344,10,2020,292
1247,202010628,2020-10-18 13:00:00,1,2020,6,CLE,PIT,AWAY,7,38,45,Acrisure Stadium,0,7,0,0,0,25,54,25:54,12,2,8,2,54,220,4.1,1,22,75,3.4,0,28,15,145,1,2,5.2,9.7,53.6,50.45,12,1,8.3,3,0,0.0,1,1,0,0,7,55,0,0,4,20,3,4,6,242,40.3,2,0,-2,10,14,7,7,0,34,6,34:06,18,12,5,1,62,277,4.5,5,37,129,3.5,3,23,15,148,1,0,6.4,9.9,65.2,97.74,14,5,35.7,2,2,100.0,4,3,0,0,6,45,0,0,2,20,9,9,5,209,41.8,0,2,2,100.0,0,75.0,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1,1,43,24,2,20,5,0,0,42,18,4,20,7,1,0,Sunday,993001966,8,28,17348,10,2020,292
1248,202010609,2020-10-19 20:15:00,1,2020,6,DAL,ARI,HOME,10,38,48,AT&T Stadium,0,3,0,7,0,33,37,33:37,27,8,15,4,84,344,4.1,1,27,97,3.6,0,54,34,247,1,2,4.6,7.3,63.0,64.35,15,6,40.0,3,3,100.0,3,1,0,0,6,36,2,2,3,19,1,3,3,130,43.3,4,0,-4,0,21,7,10,0,26,23,26:23,22,13,7,2,60,438,7.3,5,35,261,7.5,3,24,9,177,2,0,7.4,19.7,37.5,91.84,13,7,53.8,1,1,100.0,4,3,0,0,7,43,0,0,1,11,8,7,4,151,37.8,0,4,4,33.3,0,75.0,0,1,1,0,0,0,0,0,2,1,5,5,0,0,0,0,0,1,1,32,21,1,11,2,0,0,57,16,3,19,7,2,2,Monday,993001983,9,1,17355,10,2020,293
1249,202010621,2020-10-18 13:00:00,1,2020,6,DEN,NE,AWAY,18,12,30,Gillette Stadium,6,6,6,0,0,32,31,32:31,15,7,7,1,63,299,4.7,0,37,135,3.6,0,24,10,164,0,2,6.8,16.4,41.7,30.56,14,4,28.6,0,0,0.0,2,0,0,0,2,20,0,0,2,25,8,7,2,77,38.5,2,3,1,0,3,0,9,0,27,29,27:29,14,5,9,0,56,288,5.1,1,25,117,4.7,1,27,19,171,0,2,6.3,9.0,70.4,56.25,13,4,30.8,2,1,50.0,2,1,0,0,1,4,1,1,4,24,4,6,3,145,48.3,3,2,-1,0.0,0,50.0,0,0,0,0,0,0,0,0,6,6,0,0,0,1,0,0,0,2,2,42,22,4,24,6,3,1,40,26,2,25,5,0,0,Sunday,993001962,10,21,17578,10,2020,292
1250,202010615,2020-10-18 13:00:00,1,2020,6,DET,JAX,AWAY,34,16,50,TIAA Bank Field,7,10,7,10,0,35,57,35:57,25,12,9,4,70,403,5.8,4,39,180,4.6,3,31,19,223,1,1,7.2,11.7,61.3,80.44,12,3,25.0,2,2,100.0,5,4,0,0,7,60,0,0,0,0,5,4,2,90,45.0,1,2,1,3,0,7,6,0,24,3,24:03,16,3,11,2,61,275,4.5,2,16,44,2.8,1,44,25,231,1,1,5.2,9.2,56.8,69.41,13,7,53.8,2,0,0.0,5,2,0,0,5,56,1,1,1,12,4,4,2,76,38.0,2,1,-1,80.0,0,40.0,0,4,4,0,0,0,0,0,3,2,1,1,0,2,0,0,0,2,1,34,21,1,12,6,2,1,45,15,0,0,6,0,0,Sunday,993001972,11,15,17350,10,2020,292
1251,202010633,2020-10-18 16:25:00,1,2020,6,GB,TB,AWAY,10,38,48,Raymond James Stadium,10,0,0,0,0,31,37,31:37,13,4,9,0,61,201,3.3,1,21,94,4.5,1,35,16,107,0,2,3.1,6.7,45.7,29.11,17,7,41.2,0,0,0.0,1,1,0,0,6,76,0,0,5,53,4,2,7,325,46.4,2,0,-2,0,28,10,0,0,28,23,28:23,21,9,9,3,63,324,5.1,5,35,158,4.5,2,28,17,166,2,0,5.9,9.8,60.7,101.19,12,5,41.7,0,0,0.0,4,4,0,0,0,0,0,0,0,0,13,8,5,192,38.4,0,2,2,100.0,0,100.0,0,1,1,0,0,0,0,0,1,1,5,5,0,0,0,0,0,1,1,38,31,0,0,0,0,0,33,16,5,53,6,1,0,Sunday,993001976,12,33,17353,10,2020,292
1252,202010634,2020-10-18 13:00:00,1,2020,6,HOU,TEN,AWAY,36,42,78,Nissan Stadium,0,10,13,13,0,31,40,31:40,25,6,17,2,67,412,6.1,5,27,92,3.4,1,38,28,320,4,0,8.4,11.4,73.7,133.66,14,7,50.0,3,3,100.0,4,4,0,0,4,46,0,0,2,15,6,4,4,209,52.2,0,2,2,14,7,0,15,6,31,50,31:50,31,9,20,2,70,607,8.7,6,27,263,9.7,2,41,30,344,4,1,8.4,11.5,73.2,120.38,10,6,60.0,0,0,0.0,6,4,0,0,7,73,1,1,2,22,6,6,1,54,54.0,2,0,-2,100.0,0,66.7,0,4,3,0,2,0,0,0,1,1,4,4,0,2,1,0,0,2,0,56,16,2,22,6,1,1,51,22,2,15,2,0,0,Sunday,993001970,13,34,17343,10,2020,292
1253,202010614,2020-10-18 13:00:00,1,2020,6,IND,CIN,HOME,31,27,58,Lucas Oil Stadium,0,21,0,10,0,25,32,25:32,23,5,18,0,60,430,7.2,4,15,59,3.9,1,44,29,371,3,1,8.4,12.8,65.9,105.4,11,7,63.6,0,0,0.0,4,4,0,0,6,55,1,1,1,0,6,6,3,137,45.7,2,1,-1,14,10,3,0,0,34,28,34:28,22,6,14,2,73,398,5.5,3,32,98,3.1,3,39,25,300,0,1,7.7,12.0,64.1,76.87,17,8,47.1,2,2,100.0,3,3,0,0,6,20,0,0,2,13,3,2,3,131,43.7,1,2,1,100.0,0,100.0,0,4,4,0,0,0,0,0,1,1,3,3,0,0,0,0,0,3,2,58,12,2,13,11,1,0,42,4,1,0,3,0,1,Sunday,993001969,14,7,17344,10,2020,292
1254,202010615,2020-10-18 13:00:00,1,2020,6,JAX,DET,HOME,16,34,50,TIAA Bank Field,3,0,7,6,0,24,3,24:03,16,3,11,2,61,275,4.5,2,16,44,2.8,1,44,25,231,1,1,5.2,9.2,56.8,69.41,13,7,53.8,2,0,0.0,5,2,0,0,5,56,1,1,1,12,4,4,2,76,38.0,2,1,-1,7,10,7,10,0,35,57,35:57,25,12,9,4,70,403,5.8,4,39,180,4.6,3,31,19,223,1,1,7.2,11.7,61.3,80.44,12,3,25.0,2,2,100.0,5,4,0,0,7,60,0,0,0,0,5,4,2,90,45.0,1,2,1,40.0,0,80.0,0,1,1,0,2,0,0,0,2,1,4,4,0,0,0,0,0,3,2,45,15,0,0,6,0,0,34,21,1,12,6,2,1,Sunday,993001973,15,11,17350,10,2020,292
1255,202010604,2020-10-19 17:00:00,1,2020,6,KC,BUF,AWAY,26,17,43,Highmark Stadium,7,6,7,6,0,37,45,37:45,27,15,10,2,73,466,6.4,3,46,245,5.3,1,26,21,221,2,0,8.5,10.5,80.8,127.72,14,9,64.3,1,1,100.0,5,3,0,0,8,68,1,1,1,4,5,4,2,80,40.0,1,1,0,3,7,0,7,0,22,15,22:15,20,8,7,5,50,206,4.1,2,23,84,3.7,0,27,14,122,2,1,4.5,8.7,51.9,73.38,9,4,44.4,0,0,0.0,2,2,0,0,4,39,0,0,0,0,4,7,4,213,53.2,1,1,0,60.0,0,100.0,0,3,2,0,0,0,0,0,2,2,2,2,0,0,0,0,0,2,1,32,14,0,0,4,0,0,61,22,1,4,1,1,1,Monday,993001980,16,4,17342,10,2020,293
